,LotArea,Street,LotShape,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Foundation,CentralAir,Electrical,Functional,Fireplaces,YrSold,SaleType,SaleCondition,SalePrice
211,10420,Pave,Reg,1Story,2009,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,186000
212,8640,Pave,Reg,2Story,2009,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,New,Partial,252678
213,13568,Pave,IR2,1Story,1995,1995,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,156000
214,10900,Pave,IR1,2Story,1977,1977,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,161750
215,10011,Pave,IR1,1Story,1957,1996,Gable,CompShg,CBlock,Y,SBrkr,Min1,1,2006,WD,Normal,134450
216,8450,Pave,Reg,1Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,210000
217,9906,Pave,Reg,2Story,1925,1950,Gable,CompShg,CBlock,N,SBrkr,Typ,0,2006,WD,Family,107000
218,15660,Pave,IR1,1.5Fin,1939,2006,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2008,WD,Normal,311500
219,3010,Pave,Reg,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,167240
220,8990,Pave,IR1,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,204900
221,8068,Pave,IR1,2Story,2002,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,ConLI,Normal,200000
222,11475,Pave,Reg,2Story,1975,1975,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,179900
223,10500,Pave,Reg,1Story,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Abnorml,97000
224,13472,Pave,Reg,1Story,2003,2003,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,386250
225,1680,Pave,Reg,2Story,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,COD,Abnorml,112000
226,9950,Pave,IR1,2Story,1995,1995,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Abnorml,290000
227,1869,Pave,Reg,2Story,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,106000
228,8521,Pave,Reg,1Story,1967,1967,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,125000
229,3182,Pave,Reg,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,192500
230,8760,Pave,Reg,1Story,1959,1959,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,148000
231,15138,Pave,IR1,2Story,1995,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,403000
232,1680,Pave,Reg,2Story,1972,1972,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,94500
233,10650,Pave,Reg,1Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,128200
234,7851,Pave,Reg,2Story,2002,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,2,2010,WD,Normal,216500
235,1680,Pave,Reg,2Story,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,89500
236,8773,Pave,Reg,1Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,185500
237,9453,Pave,IR1,2Story,1993,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,194500
238,12030,Pave,Reg,1Story,2007,2007,Hip,CompShg,PConc,Y,SBrkr,Typ,0,2007,New,Partial,318000
239,8741,Pave,Reg,1.5Fin,1945,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,1,2010,WD,Normal,113000
240,9000,Pave,Reg,1Story,2008,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,262500
241,3880,Pave,Reg,1Story,1945,1997,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,110500
242,5000,Pave,Reg,1.5Fin,1900,1950,Gable,CompShg,BrkTil,N,FuseA,Typ,0,2006,WD,Normal,79000
243,10762,Pave,Reg,2Story,1980,1980,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,120000
244,8880,Pave,IR1,2Story,1994,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,2,2010,WD,Normal,205000
245,10400,Pave,Reg,1Story,1988,1988,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,241500
246,9142,Pave,Reg,2Story,1910,1950,Gable,CompShg,Stone,N,FuseP,Typ,0,2006,WD,Normal,137000
247,11310,Pave,Reg,1Story,1954,1954,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,140000
248,11317,Pave,Reg,2Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,180000
249,159000,Pave,IR2,1.5Fin,1958,2006,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2007,WD,Normal,277000
250,5350,Pave,IR1,1Story,1940,1966,Gable,CompShg,CBlock,Y,SBrkr,Mod,0,2010,WD,Normal,76500
251,4750,Pave,IR1,1Story,2006,2007,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Family,235000
252,8366,Pave,IR1,2Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,173000
253,9350,Pave,Reg,SLvl,1964,1991,Hip,CompShg,CBlock,Y,SBrkr,Min1,0,2007,CWD,Normal,158000
254,8400,Pave,Reg,1Story,1957,1957,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,145000
255,8738,Pave,IR1,2Story,1999,1999,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,230000
256,8791,Pave,IR1,2Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,207500
257,8814,Pave,Reg,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Abnorml,220000
258,12435,Pave,Reg,2Story,2001,2001,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,231500
259,12702,Pave,Reg,1Story,1956,1956,Gable,CompShg,PConc,Y,FuseA,Typ,0,2008,WD,Normal,97000
260,19296,Pave,Reg,SLvl,1962,1962,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,176000
261,9588,Pave,IR1,2Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,276000
262,8471,Pave,IR1,SLvl,1977,1995,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,151000
263,5500,Pave,Reg,1.5Fin,1929,2001,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2010,WD,Normal,130000
264,5232,Pave,IR3,1Story,1925,2004,Gable,CompShg,BrkTil,N,FuseP,Typ,0,2008,WD,Normal,73000
265,12090,Pave,IR1,1Story,1981,1981,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,175500
266,11207,Pave,IR1,2Story,1997,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,185000
267,8400,Pave,Reg,2.5Fin,1939,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,179500
268,6900,Pave,Reg,1Story,1940,1955,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,120500
269,7917,Pave,IR1,1Story,1976,1976,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,148000
270,10728,Pave,Reg,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,266000
271,39104,Pave,IR1,1Story,1954,2005,Flat,Membran,CBlock,Y,SBrkr,Mod,2,2008,WD,Normal,241500
272,11764,Pave,IR1,2Story,1999,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,WD,Normal,290000
273,9600,Pave,Reg,1Story,1958,1988,Hip,CompShg,CBlock,Y,SBrkr,Min1,1,2009,WD,Normal,139000
274,8314,Pave,Reg,1Story,1982,1982,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,124500
275,7264,Pave,Reg,1.5Fin,1925,2007,Gable,CompShg,BrkTil,N,SBrkr,Typ,0,2009,WD,Normal,205000
276,9196,Pave,IR1,1Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,201000
277,19138,Pave,Reg,1Story,1951,1951,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,141000
278,14450,Pave,Reg,1Story,2006,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,415298
279,10005,Pave,Reg,2Story,1977,1977,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,192000
280,11287,Pave,Reg,2Story,1989,1989,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,228500
281,7200,Pave,Reg,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,185000
282,5063,Pave,Reg,1Story,2007,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,ConLw,Normal,207500
283,9612,Pave,Reg,1Story,2008,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,New,Partial,244600
284,8012,Pave,Reg,1Story,1992,1992,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,179200
285,4251,Pave,IR1,2Story,2006,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,New,Partial,164700
286,9786,Pave,IR1,1.5Fin,1962,1981,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,159000
287,8125,Pave,IR1,1Story,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,88000
288,9819,Pave,IR1,1Story,1967,1967,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,122000
289,8730,Pave,Reg,2Story,1915,2003,Gable,CompShg,BrkTil,Y,FuseA,Typ,0,2007,WD,Normal,153575
290,15611,Pave,Reg,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,233230
291,5687,Pave,Reg,2Story,1912,2000,Gable,CompShg,PConc,N,SBrkr,Typ,0,2008,WD,Normal,135900
292,11409,Pave,Reg,1.5Fin,1949,2008,Gable,CompShg,CBlock,Y,SBrkr,Min2,1,2009,WD,Normal,131000
293,16659,Pave,IR1,2Story,1977,1994,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,235000
294,9600,Pave,Reg,1Story,1953,1953,Hip,CompShg,CBlock,Y,SBrkr,Typ,2,2009,WD,Normal,167000
295,7937,Pave,IR1,SLvl,1984,1984,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,142500
296,13710,Pave,Reg,1.5Fin,1950,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2007,WD,Normal,152000
297,7399,Pave,IR1,2Story,1997,1998,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,239000
298,11700,Pave,Reg,2Story,1968,1968,Mansard,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,175000
299,14000,Pave,Reg,1Story,1950,2004,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Family,158500
300,15750,Pave,Reg,1Story,1953,1953,Hip,CompShg,CBlock,Y,SBrkr,Typ,2,2006,WD,Normal,157000
301,16226,Pave,IR3,2Story,1998,1999,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,267000
302,13704,Pave,IR1,1Story,2001,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,205000
303,9800,Pave,Reg,1Story,1972,1972,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Abnorml,149900
304,18386,Pave,Reg,2.5Fin,1880,2002,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2008,WD,Normal,295000
305,10386,Pave,Reg,1Story,2004,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,305900
306,13474,Pave,Reg,2Story,1990,1991,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,225000
307,7920,Pave,IR1,1.5Fin,1920,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2008,WD,Normal,89500
308,12342,Pave,IR1,1Story,1940,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,82500
309,12378,Pave,IR1,1Story,2003,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,3,2006,WD,Normal,360000
310,7685,Pave,IR1,2Story,1993,1994,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,165600
311,8000,Pave,Reg,1Story,1948,2002,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,132000
312,7800,Pave,Reg,1.5Fin,1939,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,119900
313,215245,Pave,IR3,1Story,1965,1965,Hip,CompShg,CBlock,Y,SBrkr,Typ,2,2009,WD,Normal,375000
314,9600,Pave,Reg,2Story,1925,1990,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2006,WD,Normal,178000
315,7795,Pave,IR1,2Story,2004,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,188500
316,13005,Pave,IR1,2Story,1980,1980,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,260000
317,9000,Pave,Reg,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,270000
318,9900,Pave,Reg,2Story,1993,1993,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,260000
319,14115,Pave,Reg,SLvl,1980,1980,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2009,WD,Normal,187500
320,16259,Pave,Reg,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,342643
321,12099,Pave,IR1,2Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,354000
322,10380,Pave,IR1,2Story,1986,1987,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,301000
323,5820,Pave,Reg,1Story,1955,2005,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,126175
324,11275,Pave,Reg,SLvl,1967,2007,Mansard,WdShake,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,242000
325,5000,Pave,Reg,1.5Unf,1941,1950,Gable,CompShg,CBlock,N,FuseF,Typ,0,2007,WD,Normal,87000
326,10846,Pave,IR1,1Story,1993,1993,Gable,CompShg,PConc,Y,SBrkr,Typ,2,2008,Con,Normal,324000
327,11600,Pave,Reg,1Story,1960,1960,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,145250
328,11888,Pave,IR1,2.5Unf,1916,1994,Gable,CompShg,BrkTil,N,FuseA,Typ,0,2009,WD,Normal,214500
329,6402,Pave,Reg,2Story,1920,1950,Gable,CompShg,PConc,N,SBrkr,Typ,0,2009,WD,Normal,78000
330,10624,Pave,IR1,1Story,1964,1964,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,119000
331,8176,Pave,Reg,1Story,1958,1992,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,139000
332,10655,Pave,IR1,1Story,2003,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,284000
333,8198,Pave,Reg,1Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,207000
334,9042,Pave,IR1,2Story,1998,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,2,2008,WD,Normal,192000
335,164660,Grvl,IR1,1.5Fin,1965,1965,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2008,WD,Normal,228950
336,14157,Pave,IR1,1Story,2005,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,377426
337,9135,Pave,Reg,1Story,2002,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,214000
338,14145,Pave,Reg,1Story,1984,1998,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,202500
339,12400,Pave,IR1,1Story,1958,1998,Hip,CompShg,CBlock,Y,FuseA,Typ,0,2009,WD,Normal,155000
340,14191,Pave,Reg,2Story,2002,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,202900
341,8400,Pave,Reg,1Story,1950,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,82000
342,8544,Pave,Reg,1Story,1949,1950,Gable,CompShg,Slab,N,FuseA,Typ,0,2006,WD,Normal,87500
343,8849,Pave,IR1,1Story,2005,2005,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,266000
344,2592,Pave,Reg,2Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,85000
345,6435,Pave,Reg,1.5Fin,1939,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2006,WD,Normal,140200
346,12772,Pave,IR1,1Story,1960,1998,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,151500
347,17600,Pave,IR1,1Story,1960,1960,Gable,CompShg,CBlock,Y,FuseA,Typ,2,2009,WD,Normal,157500
348,2448,Pave,Reg,2Story,2003,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,154000
349,20431,Pave,IR2,2Story,2005,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2006,New,Partial,437154
350,7820,Pave,IR1,1Story,2007,2007,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,318061
351,5271,Pave,IR1,1Story,1986,1986,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Abnorml,190000
352,9084,Pave,Reg,1.5Fin,1941,1950,Gable,CompShg,CBlock,N,SBrkr,Typ,0,2008,ConLw,Normal,95000
353,8520,Pave,Reg,1Story,1928,2003,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2010,WD,Normal,105900
354,8400,Pave,Reg,1.5Fin,1940,2000,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2006,WD,Normal,140000
355,11249,Pave,IR2,1Story,1995,1995,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,177500
356,9248,Pave,IR1,1Story,1992,1992,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,173000
357,4224,Pave,Reg,1Story,1976,1976,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,134000
358,6930,Pave,IR1,SLvl,1958,1958,Hip,CompShg,CBlock,Y,FuseF,Min2,0,2006,WD,Abnorml,130000
359,12011,Pave,IR1,2Story,1998,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,280000
360,7540,Pave,IR1,SFoyer,1978,1978,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,156000
361,9144,Pave,Reg,1.5Fin,1940,1982,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,145000
362,7301,Pave,Reg,SFoyer,2003,2003,Gable,CompShg,Slab,Y,SBrkr,Typ,1,2009,ConLD,Normal,198500
363,1680,Pave,Reg,2Story,1972,2007,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,118000
364,18800,Pave,IR1,2Story,1976,1976,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,190000
365,10690,Pave,Reg,2Story,1920,1997,Hip,CompShg,CBlock,Y,FuseA,Typ,0,2009,WD,Normal,147000
366,9500,Pave,IR1,1Story,1963,1963,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2009,WD,Normal,159000
367,9150,Pave,IR1,SLvl,1962,1962,Gable,Tar&Grv,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,165000
368,7800,Pave,Reg,1Story,1954,1954,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,WD,Normal,132000
369,9830,Pave,IR1,1Story,1959,2006,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,162000
370,8121,Pave,IR1,2Story,2000,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,172400
371,17120,Pave,Reg,1.5Fin,1959,1959,Gable,CompShg,CBlock,Y,SBrkr,Min2,1,2008,WD,Normal,134432
372,7175,Pave,Reg,1Story,1984,1984,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,125000
373,10634,Pave,Reg,1Story,1953,1953,Gable,CompShg,PConc,Y,SBrkr,Min2,0,2009,WD,Normal,123000
374,8200,Pave,Reg,2Story,2003,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,219500
375,10020,Pave,IR1,1Story,1922,1950,Gable,CompShg,BrkTil,N,FuseA,Maj1,0,2009,WD,Normal,61000
376,8846,Pave,IR1,SFoyer,1996,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,148000
377,11143,Pave,IR1,2Story,2004,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,340000
378,11394,Pave,Reg,1Story,2010,2010,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2010,New,Partial,394432
379,8123,Pave,IR1,2Story,2000,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,179000
380,5000,Pave,Reg,1.5Fin,1924,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2010,WD,Normal,127000
381,7200,Pave,Reg,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,187750
382,9245,Pave,IR1,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,213500
383,9000,Pave,Reg,1.5Unf,1928,1950,Gable,CompShg,BrkTil,N,FuseA,Typ,0,2009,WD,Normal,76000
384,53107,Pave,IR2,2Story,1992,1992,Gable,CompShg,PConc,Y,SBrkr,Typ,2,2007,WD,Normal,240000
385,3182,Pave,Reg,1Story,2004,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,WD,Normal,192000
386,8410,Pave,Reg,1.5Fin,1910,1996,Gambrel,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,AdjLand,81000
387,7200,Pave,Reg,SLvl,1976,1976,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Abnorml,125000
388,9382,Pave,IR1,1Story,1999,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,191000
389,12474,Pave,Reg,2Story,2007,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,New,Partial,426000
390,8405,Pave,Reg,1.5Fin,1900,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2008,WD,Normal,119000
391,12209,Pave,IR1,2Story,2001,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,215000
392,8339,Pave,IR1,1Story,1959,1959,Gable,CompShg,Slab,Y,SBrkr,Typ,0,2007,WD,Normal,106500
393,7446,Pave,Reg,1Story,1941,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,2,2006,WD,Abnorml,100000
394,10134,Pave,Reg,1.5Fin,1940,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2007,WD,Normal,109000
395,9571,Pave,Reg,1Story,1956,1956,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,129000
396,7200,Pave,Reg,1Story,1972,1972,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,123000
397,7590,Pave,Reg,2Story,1962,1962,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,169500
398,8967,Pave,Reg,1Story,1920,1950,Gable,CompShg,BrkTil,Y,Mix,Maj2,0,2007,WD,Abnorml,67000
399,8125,Pave,Reg,2Story,2006,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,241000
400,14963,Pave,IR2,1Story,1996,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,2,2008,WD,Normal,245500
401,8767,Pave,IR1,1Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,164990
402,10200,Pave,Reg,1Story,1940,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,108000
403,12090,Pave,Reg,2Story,1998,1998,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Abnorml,258000
404,10364,Pave,IR1,2Story,1995,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,168000
405,9991,Pave,IR1,1Story,1976,1993,Gable,CompShg,CBlock,Y,SBrkr,Min1,1,2009,WD,Normal,150000
406,10480,Pave,Reg,1.5Fin,1936,1950,Gable,CompShg,BrkTil,Y,FuseA,Maj2,0,2008,WD,Normal,115000
407,15576,Pave,Reg,2Story,1915,1976,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2008,WD,Normal,177000
408,14154,Pave,Reg,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,280000
409,10800,Pave,Reg,2Story,2007,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,New,Partial,339750
410,9571,Pave,Reg,1Story,1958,1958,Gable,CompShg,CBlock,Y,FuseA,Mod,0,2009,COD,Abnorml,60000
411,34650,Pave,Reg,1Story,1955,1955,Hip,CompShg,CBlock,N,SBrkr,Typ,0,2006,WD,Normal,145000
412,4403,Pave,IR2,1Story,2009,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,New,Partial,222000
413,8960,Pave,Reg,1Story,1927,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,1,2010,WD,Normal,115000
414,11228,Pave,IR2,2Story,1993,1993,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,228000
415,8899,Pave,IR1,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,New,Partial,181134
416,7844,Pave,Reg,2Story,1978,1978,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,149500
417,22420,Pave,IR1,2Story,1918,1950,Hip,CompShg,BrkTil,N,FuseA,Typ,1,2007,WD,Normal,239000
418,8160,Pave,Reg,1.5Fin,1940,1950,Gable,CompShg,BrkTil,N,FuseF,Typ,0,2007,WD,AdjLand,126000
419,8450,Pave,Reg,1Story,1968,1968,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,142000
420,7060,Pave,Reg,SFoyer,1997,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Alloca,206300
421,16635,Pave,IR1,1Story,1977,2000,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,215000
422,21750,Pave,Reg,1Story,1954,1954,Hip,CompShg,CBlock,Y,FuseA,Typ,0,2008,WD,Normal,113000
423,9200,Pave,Reg,2Story,1998,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,315000
